address,city,country,district,division_keys,end_date,event_code,event_type,event_type_string,first_event_code,first_event_id,gmaps_place_id,gmaps_url,key,lat,lng,location_name,name,parent_event_key,playoff_type,playoff_type_string,postal_code,remap_teams,short_name,start_date,state_prov,timezone,webcasts,website,week,year
"Av. Rodrigues Alves, 10 - Praça Mauá, Rio de Janeiro - RJ, 20081-250, Brazil",Rio de Janeiro,Brazil,,[],2022-08-07,xxrio,99,Offseason,xxrio,,ChIJcTN7Wzl_mQARfoHtSLnyivg,https://maps.google.com/?cid=17909393745798594942,2022xxrio,-22.8956329,-43.18180039999999,Pier Mauá,FRC Off-Season Brazil,,0.0,,20081-250,,,2022-08-05,RJ,America/Sao_Paulo,"[{'channel': 'ejrAoxFflMg', 'type': 'youtube'}, {'channel': 'FhXlAgm62oc', 'type': 'youtube'}]",https://www.portaldaindustria.com.br/sesi/canais/torneio-de-robotica/,,2022
"11 Wall St, New York, NY 10005, USA",New York,USA,,[],2022-03-27,zhha,0,Regional,zhha,,ChIJodiAGRZawokRHXCBqdWXV54,https://maps.google.com/?cid=11409755124894101533,2022zhha,40.706877,-74.0112654,New York Stock Exchange,Nanjing Regional,,0.0,,10005,,Nanjing,2022-03-24,NY,America/New_York,"[{'channel': 'firstinspires30', 'type': 'twitch'}, {'channel': 'firstinspires32', 'type': 'twitch'}]",,3.0,2022
"700 Monroe St SW, Huntsville, AL 35801, USA",Huntsville,USA,,[],2023-04-08,alhu,0,Regional,alhu,,ChIJBwUw_FdrYogRMsP0V0W5Zqk,"https://maps.google.com/?q=700+Monroe+St+SW,+Huntsville,+AL+35801,+USA&ftid=0x88626b57fc300507:0xa966b94557f4c332",2023alhu,34.72671,-86.5903795,700 Monroe St SW,Rocket City Regional,,10.0,Double Elimination Bracket (8 Alliances),35801,,Rocket City,2023-04-05,AL,America/Chicago,"[{'channel': 'firstinspires13', 'type': 'twitch'}, {'channel': 'firstinspires14', 'type': 'twitch'}]",http://firstinalabama.org/events/frc-events/,5.0,2023
"1001 Avenida De Las Americas, Houston, TX 77010, USA",Houston,USA,,[],2023-04-22,arc,3,Championship Division,arpky,,ChIJux2LIyW_QIYR2T4aJ0P5MBw,https://maps.google.com/?cid=2031397498758250201,2023arc,29.7518374,-95.35830399999999,George R. Brown Convention Center,Archimedes Division,2023cmptx,10.0,Double Elimination Bracket (8 Alliances),77010,,Archimedes,2023-04-19,TX,America/Chicago,"[{'channel': 'firstinspires_archimedes', 'type': 'twitch'}, {'channel': 'firstinspires1', 'type': 'twitch'}]",https://www.firstchampionship.org,,2023
"915 E Market Ave, Searcy, AR 72149, USA",Searcy,USA,,[],2023-03-04,arli,0,Regional,arli,,ChIJs9qADaip04cREIQZoDzxZ-8,https://maps.google.com/?cid=17251022140352332816,2023arli,35.2458698,-91.72455980000001,Harding University,Arkansas Regional,,10.0,Double Elimination Bracket (8 Alliances),72149,,Arkansas,2023-03-01,AR,America/Chicago,"[{'channel': 'firstinspires11', 'type': 'twitch'}, {'channel': 'firstinspires12', 'type': 'twitch'}]",http://www.firstinspires.org,0.0,2023
"1529 E Park Ave, Searcy, AR 72143, USA",Searcy,USA,,[],2023-09-23,aroz,99,Offseason,,,ChIJ7T-Ju6mp04cRpoWlOlR1Mnw,https://maps.google.com/?cid=8949344414160225702,2023aroz,35.24530800000001,-91.7189781,Harding Academy,Ozark Mountain Brawl,,,,72143,,,2023-09-22,AR,America/Chicago,"[{'channel': 'breakaway3937', 'type': 'twitch'}]",https://www.eventbrite.com/e/2023-ozark-mountain-brawl-tickets-634697897497,,2023
"44 Waterloo Rd, Macquarie Park NSW 2113, Australia",Macquarie Park,Australia,,[],2023-05-21,audd,99,Offseason,,,ChIJTzLtRFGnEmsRuJcYvyEmjWo,https://maps.google.com/?cid=7677834866118399928,2023audd,-33.7840024,151.1258387,Macquarie University - School of Engineering,Duel Down Under,,,,2113,,,2023-05-20,NSW,Australia/Sydney,"[{'channel': 'Eud-brRhm2k', 'type': 'youtube'}, {'channel': '-wUgBPMgSnw', 'type': 'youtube'}, {'channel': '', 'type': 'livestream'}]",https://firstaustralia.org/ddu/,,2023
"Corner Crown &, Harbour St, Wollongong NSW 2500, Australia",Wollongong,Australia,,[],2023-03-12,ausc,0,Regional,ausc,,ChIJMSjO5KsZE2sRVXaji5QvQ-s,https://maps.google.com/?cid=16952445737397089877,2023ausc,-34.4265113,150.9024458,WIN Sports & Entertainment Centres,Southern Cross Regional,,10.0,Double Elimination Bracket (8 Alliances),2500,,Southern Cross,2023-03-10,NSW,Australia/Sydney,"[{'channel': 'firstinspires38', 'type': 'twitch'}]",https://firstaustralia.org/,1.0,2023
"111, Bentley WA 6102, Australia",Bentley,Australia,,[],2023-08-27,auwarp,99,Offseason,,,ChIJIRLldI-8MioR_QT67hfNCf0,https://maps.google.com/?q=111&ftid=0x2a32bc8f74e51221:0xfd09cd17eefa04fd,2023auwarp,-32.0029159,115.8909621,111,West Australian Robotics Playoffs 2023,,10.0,Double Elimination Bracket (8 Alliances),6102,,,2023-08-26,WA,Australia/Perth,"[{'channel': 'BdzfXODLU1I', 'type': 'youtube'}, {'channel': 'waroboticsplayoffs', 'type': 'twitch'}]",https://waroboticsplayoffs.com/,,2023
"6330 W Greenway Rd, Glendale, AZ 85306, USA",Glendale,USA,,[],2023-03-25,azgl,0,Regional,azgl,,ChIJqfSZN6lpK4cRLQAS1ErM9m0,"https://maps.google.com/?q=6330+W+Greenway+Rd,+Glendale,+AZ+85306,+USA&ftid=0x872b69a93799f4a9:0x6df6cc4ad412002d",2023azgl,33.6270094,-112.1958351,6330 W Greenway Rd,Arizona West Regional,,10.0,Double Elimination Bracket (8 Alliances),85306,,Arizona West,2023-03-22,AZ,America/Phoenix,"[{'channel': 'firstinspires5', 'type': 'twitch'}, {'channel': 'firstinspires6', 'type': 'twitch'}]",https://www.azfirst.info/,3.0,2023
"6330 W Greenway Rd, Glendale, AZ 85306, USA",Glendale,USA,,[],2023-10-28,azrl,99,Offseason,,,ChIJy2dDM6lpK4cR0UEgCzfDMk4,https://maps.google.com/?cid=5634780724971192785,2023azrl,33.6267366,-112.196475,Cactus High School,Arizona Robotics League Championship,,,,85306,,,2023-10-27,AZ,America/Phoenix,"[{'channel': 'arizonaroboticsleague', 'type': 'twitch'}]",https://www.498robotics.org/arizona-robotics-league,,2023
"Arizona, USA",Arizona,USA,,[],2023-08-26,azrl4,99,Offseason,os276,,ChIJaxhMy-sIK4cRcc3Bf7EnOUI,"https://maps.google.com/?q=Arizona,+USA&ftid=0x872b08ebcb4c186b:0x423927b17fc1cd71",2023azrl4,34.0489281,-111.0937311,Arizona,Arizona Robotics League Qualifier 4,,11.0,Double Elimination Bracket (4 Alliances),,,Arizona Robotics League Qualifier 4,2023-08-25,AZ,America/Phoenix,"[{'channel': 'arizonaroboticsleague', 'type': 'twitch'}]",https://www.instagram.com/azrobotleague/,,2023
"6330 W Greenway Rd, Glendale, AZ 85306, USA",Glendale,USA,,[],2023-09-23,azrl5,99,Offseason,os284,,ChIJy2dDM6lpK4cR0UEgCzfDMk4,https://maps.google.com/?cid=5634780724971192785,2023azrl5,33.6267366,-112.196475,Cactus High School,Arizona Robotics League Qualifier 5,,11.0,Double Elimination Bracket (4 Alliances),85306,,Arizona Robotics League Qualifier 5,2023-09-22,AZ,America/Phoenix,"[{'channel': 'arizonaroboticsleague', 'type': 'twitch'}]",https://frc-events.firstinspires.org/2023/OS284,,2023
"600 E Veterans Way, Tempe, AZ 85281, USA",Tempe,USA,,[],2023-10-21,azsc,99,Offseason,,,ChIJX5ZIZd4IK4cRR_tnmenmfD4,https://maps.google.com/?cid=4502727618439150407,2023azsc,33.424495,-111.9310002,Desert Financial Arena,Sanghi Foundation Arizona FIRST State Championship,,,,85281,,,2023-10-21,AZ,America/Phoenix,"[{'channel': 'AZFirstStream', 'type': 'twitch'}, {'channel': 'aGSIgyY_uP0', 'type': 'youtube'}]",https://www.azfirst.info,,2023
"6935 E Gold Dust Ave, Scottsdale, AZ 85253, USA",Scottsdale,USA,,[],2023-03-18,azva,0,Regional,azva,,ChIJO1C9IL50K4cRRyF73ovK87c,https://maps.google.com/?cid=13255160830363377991,2023azva,33.576638,-111.932348,Chaparral High School,Arizona East Regional,,10.0,Double Elimination Bracket (8 Alliances),85253,,Arizona East,2023-03-15,AZ,America/Phoenix,"[{'channel': 'firstinspires5', 'type': 'twitch'}, {'channel': 'firstinspires6', 'type': 'twitch'}]",https://www.azfirst.info/,2.0,2023
"100 Institute Rd, Worcester, MA 01609, USA",Worcester,USA,,[],2023-06-04,bc,99,Offseason,mawo2,,ChIJB6fkn1gG5IkRxE5KZHrCHpM,https://maps.google.com/?cid=10601124403801116356,2023bc,42.2744277,-71.809696,Harrington Auditorium,BattleCry@WPI 23,,8.0,Custom,01609,,BattleCry@WPI 23,2023-06-02,MA,America/New_York,"[{'channel': 'wpirobotics', 'type': 'twitch'}]",https://wp.wpi.edu/battlecry/,,2023
"1925 Blanshard St, Victoria, BC V8T 4J2, Canada",Victoria,Canada,,[],2023-03-03,bcvi,0,Regional,bcvi,,ChIJHeSUMoF0j1QRH6fYHVSdDEQ,"https://maps.google.com/?q=1925+Blanshard+St,+Victoria,+BC+V8T+4J2,+Canada&ftid=0x548f74813294e41d:0x440c9d541dd8a71f",2023bcvi,48.4316374,-123.3607382,1925 Blanshard St,Canadian Pacific Regional,,10.0,Double Elimination Bracket (8 Alliances),V8T 4J2,,Canadian Pacific,2023-02-28,BC,America/Vancouver,"[{'channel': 'firstinspires1', 'type': 'twitch'}, {'channel': 'firstinspires2', 'type': 'twitch'}]",https://firstroboticsbc.org/frc/,0.0,2023
"SRPN Arena BRB Mané Garrincha - Asa Norte, Brasília - DF, 70070-701, Brazil",Distrito Federal,Brazil,,[],2023-03-18,brbr,0,Regional,brbr,,ChIJN1m37vU6WpMRWwejOaKabv0,https://maps.google.com/?cid=18261703560576304987,2023brbr,-15.78356,-47.8992446,Arena BRB Mané Garrincha,Brazil Regional,,10.0,Double Elimination Bracket (8 Alliances),70070-701,,Brazil,2023-03-16,DF,America/Sao_Paulo,"[{'channel': 'firstinspires36', 'type': 'twitch'}, {'channel': 'bVLC89FNNXU', 'date': '2023-03-16', 'type': 'youtube'}, {'channel': '8QU2X_F41xM', 'date': '2023-03-18', 'type': 'youtube'}, {'channel': 'PTCjr9CQ8D4', 'date': '2023-03-17', 'type': 'youtube'}, {'channel': '', 'date': '2023-03-17', 'type': 'livestream'}, {'channel': '', 'date': '2023-03-18', 'type': 'livestream'}]",,2.0,2023
"100 140th Ave SE, Bellevue, WA 98005, USA",Bellevue,USA,,[],2023-10-15,brd,99,Offseason,wabel,,ChIJm8zMukhskFQRhpI4vdD916Y,https://maps.google.com/?cid=12022356803258454662,2023brd,47.6087563,-122.1522617,Sammamish High School,Bordie Charged,,10.0,Double Elimination Bracket (8 Alliances),98005,,Bordie Charged,2023-10-14,WA,America/Los_Angeles,"[{'channel': 'DjEXTlISFCE', 'date': '2023-10-14', 'type': 'youtube'}, {'channel': 'MeNKTyqtfyo', 'date': '2023-10-15', 'type': 'youtube'}]",http://www.bordiecharged.com,,2023
"3200 E Ave J 8, Lancaster, CA 93535, USA",Lancaster,USA,,[],2023-04-01,caav,0,Regional,caav,,ChIJO46bMf9QwoAREu-kYkFiNzw,"https://maps.google.com/?q=3200+E+Ave+J+8,+Lancaster,+CA+93535,+USA&ftid=0x80c250ff319b8e3b:0x3c37624162a4ef12",2023caav,34.6814866,-118.0710237,3200 E Ave J 8,Aerospace Valley Regional,,10.0,Double Elimination Bracket (8 Alliances),93535,,Aerospace Valley,2023-03-29,CA,America/Los_Angeles,"[{'channel': 'firstinspires15', 'type': 'twitch'}, {'channel': 'firstinspires16', 'type': 'twitch'}]",https://cafirst.org/frc/aerospacevalley/,4.0,2023
"5555 Del Mar Heights Rd, San Diego, CA 92130, USA",San Diego,USA,,[],2023-10-15,cabb,99,Offseason,,,ChIJK_v1P3QI3IARWllBEIGB_Z0,https://maps.google.com/?cid=11384397824385964378,2023cabb,32.959656,-117.201469,Cathedral Catholic High School,Battle at the Border,,10.0,Double Elimination Bracket (8 Alliances),92130,,,2023-10-13,CA,America/Los_Angeles,"[{'channel': 'FlI0XBzvAZ8', 'type': 'youtube'}]",https://battleattheborder.wordpress.com,,2023
"26301 Via Escolar, Mission Viejo, CA 92692, USA",Mission Viejo,USA,,[],2023-11-05,cabl,99,Offseason,,,ChIJO94dTVzu3IARpPe7SO8ecGU,https://maps.google.com/?cid=7309376208288610212,2023cabl,33.5415426,-117.6697936,Capistrano Valley High School,Beach Blitz presented by the Gene Haas Foundation,,10.0,Double Elimination Bracket (8 Alliances),92692,,,2023-11-03,CA,America/Los_Angeles,"[{'channel': 'Pfdl3w0654o', 'type': 'youtube'}, {'channel': 'mWTmilZ3_Eg', 'date': '2023-11-05', 'type': 'youtube'}]",https://beachblitz.ocra.io/,,2023
"9531 Bond Rd, Elk Grove, CA 95624, USA",Elk Grove,USA,,[],2023-10-29,cacc,99,Offseason,,,ChIJHe9LjMXAmoARZaux_cqRpQE,https://maps.google.com/?cid=118661266220886885,2023cacc,38.4261201,-121.3412107,Pleasant Grove High School,Capital City Classic,,10.0,Double Elimination Bracket (8 Alliances),95624,"{'frc9916': 'frc8016B', 'frc9919': 'frc7419B', 'frc9924': 'frc5924B', 'frc9940': 'frc5940B'}",,2023-10-27,CA,America/Los_Angeles,"[{'channel': 'NxAiRmBfz_Y', 'date': '2023-10-28', 'type': 'youtube'}, {'channel': 'a-v6dx1zElM', 'date': '2023-10-27', 'type': 'youtube'}, {'channel': 'LNiUraxyA28', 'date': '2023-10-29', 'type': 'youtube'}]",https://capitalcityclassic.org/,,2023
"199 Churchill Ave, Woodside, CA 94062, USA",Woodside,USA,,[],2023-10-08,cacg,99,Offseason,,,ChIJjVBNwXmkj4ARHfWuRnZ5ia8,https://maps.google.com/?cid=12648774577345721629,2023cacg,37.4445021,-122.2316549,Woodside High School,CalGames,,10.0,Double Elimination Bracket (8 Alliances),94062,{'frc9900': 'frc100B'},,2023-10-06,CA,America/Los_Angeles,"[{'channel': '', 'date': '2023-10-08', 'type': 'youtube'}, {'channel': '', 'date': '2023-10-07', 'type': 'youtube'}, {'channel': '', 'date': '2023-10-06', 'type': 'youtube'}, {'channel': 'hlTZdbedsLg', 'date': '2023-10-08', 'type': 'youtube'}, {'channel': 'hlTZdbedsLg', 'date': '2023-10-07', 'type': 'youtube'}, {'channel': '4AnLG4FmCjA', 'date': '2023-10-08', 'type': 'youtube'}]",http://wrrf.org/calgames/calgames-2023,,2023
"164 Orchard Park Dr, Davis, CA 95616, USA",Davis,USA,,[],2023-03-26,cada,0,Regional,cada,,ChIJ_U9p9QAphYARItEorYXUibY,https://maps.google.com/?cid=13153277857313116450,2023cada,38.54117419999999,-121.7621451,The Colleges at La Rue Apartments,Sacramento Regional,,10.0,Double Elimination Bracket (8 Alliances),95616,,Sacramento,2023-03-23,CA,America/Los_Angeles,"[{'channel': 'firstinspires3', 'type': 'twitch'}, {'channel': 'firstinspires4', 'type': 'twitch'}]",https://cafirst.org/frc/sacramento/,3.0,2023
"848 M St, Fresno, CA 93721, USA",Fresno,USA,,[],2023-03-12,cafr,0,Regional,cafr,,ChIJGUsCoSFelIAR8KziPQT42wE,"https://maps.google.com/?q=848+M+St,+Fresno,+CA+93721,+USA&ftid=0x80945e21a1024b19:0x1dbf8043de2acf0",2023cafr,36.7351518,-119.7848543,848 M St,Central Valley Regional,,10.0,Double Elimination Bracket (8 Alliances),93721,,Central Valley,2023-03-09,CA,America/Los_Angeles,"[{'channel': 'firstinspires3', 'type': 'twitch'}, {'channel': 'firstinspires4', 'type': 'twitch'}]",https://cafirst.org/frc/centralvalley/,1.0,2023
"201 N Douglas St, El Segundo, CA 90245, USA",El Segundo,USA,,[],2023-03-19,cala,0,Regional,cala,,ChIJ33Tjj6O2woARlp_jiK3u2CE,https://maps.google.com/?cid=2438961627314495382,2023cala,33.9179549,-118.3840903,Da Vinci Schools,Los Angeles Regional,,10.0,Double Elimination Bracket (8 Alliances),90245,,Los Angeles,2023-03-16,CA,America/Los_Angeles,"[{'channel': 'firstinspires15', 'type': 'twitch'}, {'channel': 'firstinspires16', 'type': 'twitch'}]",https://cafirst.org/frc/losangeles/,2.0,2023
"2200 Noche Buena St, Seaside, CA 93955, USA",Seaside,USA,,[],2023-04-01,camb,0,Regional,camb,,ChIJjb65H5TkjYARmGxcaE-4tT8,"https://maps.google.com/?q=2200+Noche+Buena+St,+Seaside,+CA+93955,+USA&ftid=0x808de4941fb9be8d:0x3fb5b84f685c6c98",2023camb,36.62471439999999,-121.8379019,2200 Noche Buena St,Monterey Bay Regional,,10.0,Double Elimination Bracket (8 Alliances),93955,,Monterey Bay,2023-03-29,CA,America/Los_Angeles,"[{'channel': 'firstinspires3', 'type': 'twitch'}, {'channel': 'firstinspires4', 'type': 'twitch'}]",https://cafirst.org/frc/montereybay/,4.0,2023
"88 Fair Dr, Costa Mesa, CA 92626, USA",Costa Mesa,USA,,[],2023-03-12,caoc,0,Regional,caoc,,ChIJcQ_mwgzf3IAResPJ9Lc03R8,https://maps.google.com/?cid=2296049349719343994,2023caoc,33.6657383,-117.9027196,OC Fair & Event Center,Orange County Regional,,10.0,Double Elimination Bracket (8 Alliances),92626,,Orange County,2023-03-09,CA,America/Los_Angeles,"[{'channel': 'firstinspires13', 'type': 'twitch'}, {'channel': 'firstinspires14', 'type': 'twitch'}]",https://cafirst.org/frc/orangecounty/,1.0,2023
"Port Hueneme, CA, USA",Port Hueneme,USA,,[],2023-03-05,caph,0,Regional,caph,,ChIJKcrafwBL6IARVHqFVcI6M0g,"https://maps.google.com/?q=Port+Hueneme,+CA,+USA&ftid=0x80e84b007fdaca29:0x48333ac255857a54",2023caph,34.1477829,-119.1951074,Port Hueneme,Hueneme Port Regional,,10.0,Double Elimination Bracket (8 Alliances),,,Hueneme Port,2023-03-02,CA,America/Los_Angeles,"[{'channel': 'firstinspires5', 'type': 'twitch'}, {'channel': 'firstinspires6', 'type': 'twitch'}]",https://cafirst.org/frc/hueneme/,0.0,2023
"9730 Hopkins Dr, La Jolla, CA 92093, USA",San Diego,USA,,[],2023-03-26,casd,0,Regional,casd,,ChIJC1y2FOoG3IARH_WfyEq3rF4,"https://maps.google.com/?q=9730+Hopkins+Dr,+La+Jolla,+CA+92093,+USA&ftid=0x80dc06ea14b65c0b:0x5eacb74ac89ff51f",2023casd,32.8854629,-117.2395024,9730 Hopkins Dr,San Diego Regional presented by Qualcomm,,10.0,Double Elimination Bracket (8 Alliances),92093,,San Diego,2023-03-23,CA,America/Los_Angeles,"[{'channel': 'firstinspires15', 'type': 'twitch'}, {'channel': 'firstinspires16', 'type': 'twitch'}]",https://cafirst.org/frc/sandiego/,3.0,2023
"2260 Jimmy Durante Blvd, Del Mar, CA 92014, USA",Del Mar,USA,,[],2023-06-10,casdf,99,Offseason,,,ChIJS9zZxtEI3IARZe_HvBBrvYA,https://maps.google.com/?cid=9276688527083958117,2023casdf,32.9753189,-117.2584991,Del Mar Arena,San Diego County Fair,,8.0,Custom,92014,,,2023-06-10,CA,America/Los_Angeles,[],https://www.sdfair.com/events/2023/first-youth-robotics,,2023
"2001 37th Ave, San Francisco, CA 94116, USA",San Francisco,USA,,[],2023-03-19,casf,0,Regional,casf,,ChIJw6OmIH59j4ARmZxLOcZz2iw,"https://maps.google.com/?q=2001+37th+Ave,+San+Francisco,+CA+94116,+USA&ftid=0x808f7d7e20a6a3c3:0x2cda73c6394b9c99",2023casf,37.7485985,-122.495988,2001 37th Ave,San Francisco Regional,,10.0,Double Elimination Bracket (8 Alliances),94116,,San Francisco,2023-03-16,CA,America/Los_Angeles,"[{'channel': 'firstinspires3', 'type': 'twitch'}, {'channel': 'firstinspires4', 'type': 'twitch'}]",https://cafirst.org/frc/sanfrancisco/,2.0,2023
"290 S 7th St, San Jose, CA 95112, USA",San Jose,USA,,[],2023-04-08,casj,0,Regional,casj,,ChIJxclO9LjMj4ARnm8rZDR-fHs,https://maps.google.com/?cid=8898125727261224862,2023casj,37.3352193,-121.8800999,Provident Credit Union Event Center,Silicon Valley Regional,,10.0,Double Elimination Bracket (8 Alliances),95112,,Silicon Valley,2023-04-05,CA,America/Los_Angeles,"[{'channel': 'firstinspires3', 'type': 'twitch'}, {'channel': 'firstinspires4', 'type': 'twitch'}]",https://cafirst.org/frc/siliconvalley/,5.0,2023
"201 N Douglas St, El Segundo, CA 90245, USA",El Segundo,USA,,[],2023-10-08,cass,99,Offseason,,,ChIJ33Tjj6O2woARlp_jiK3u2CE,https://maps.google.com/?cid=2438961627314495382,2023cass,33.9179345,-118.3840887,Da Vinci Schools,SoCal Showdown,,10.0,Double Elimination Bracket (8 Alliances),90245,,,2023-10-06,CA,America/Los_Angeles,"[{'channel': 'QDVZsRY2j7s', 'date': '2023-10-07', 'type': 'youtube'}, {'channel': '', 'type': 'livestream'}]",https://www.socal-showdown.com,,2023
"10 W Harbor Blvd, Ventura, CA 93001, USA",Ventura,USA,,[],2023-10-22,catt,99,Offseason,,,ChIJGaDgA-2s6YARcSe5gKBIHb0,https://maps.google.com/?cid=13627127901684574065,2023catt,34.2764612,-119.3004673,Ventura County Fairgrounds and Event Center,Tidal Tumble,,10.0,Double Elimination Bracket (8 Alliances),93001,"{'frc9904': 'frc4B', 'frc9906': 'frc8006B', 'frc9912': 'frc3512B', 'frc9914': 'frc4414B', 'frc9928': 'frc3128B', 'frc9948': 'frc1148B', 'frc9951': 'frc5199B', 'frc9966': 'frc6647B', 'frc9974': 'frc3647B', 'frc9996': 'frc696B', 'frc9999': 'frc599B'}",,2023-10-20,CA,America/Los_Angeles,"[{'channel': 'MUmAVUpnWZs', 'date': '2023-10-22', 'type': 'youtube'}, {'channel': 'NO-uq9v5KWA', 'date': '2023-10-20', 'type': 'youtube'}, {'channel': 'seXI2Zq6h30', 'date': '2023-10-21', 'type': 'youtube'}, {'channel': 'MUmAVUpnWZs', 'type': 'youtube'}, {'channel': 'NO-uq9v5KWA', 'type': 'youtube'}, {'channel': 'seXI2Zq6h30', 'type': 'youtube'}]",https://www.tidaltumble.com/,,2023
"Port Hueneme, CA, USA",Port Hueneme,USA,,[],2023-03-12,cave,0,Regional,cave,,ChIJKcrafwBL6IARVHqFVcI6M0g,"https://maps.google.com/?q=Port+Hueneme,+CA,+USA&ftid=0x80e84b007fdaca29:0x48333ac255857a54",2023cave,34.1477829,-119.1951074,Port Hueneme,Ventura County Regional,,10.0,Double Elimination Bracket (8 Alliances),,,Ventura County,2023-03-09,CA,America/Los_Angeles,"[{'channel': 'firstinspires5', 'type': 'twitch'}, {'channel': 'firstinspires6', 'type': 'twitch'}]",https://cafirst.org/frc/ventura/,1.0,2023
"201 N Douglas St, El Segundo, CA 90245, USA",El Segundo,USA,,[],2023-09-23,cavs,99,Offseason,,,ChIJ33Tjj6O2woARlp_jiK3u2CE,https://maps.google.com/?cid=2438961627314495382,2023cavs,33.9179345,-118.3840887,Da Vinci Schools,Vitruvian Scrimmage Fall,,,,90245,,,2023-09-23,CA,America/Los_Angeles,[],https://team4201.org,,2023
"960 W Hedding St, San Jose, CA 95126, USA",San Jose,USA,,[],2023-10-01,cc,99,Offseason,,,ChIJ9ZRunXHLj4AROaffNl5ZWeY,https://maps.google.com/?cid=16598396162833098553,2023cc,37.3435347,-121.9188173,Bellarmine College Preparatory,Chezy Champs,,10.0,Double Elimination Bracket (8 Alliances),95126,,,2023-09-29,CA,America/Los_Angeles,"[{'channel': 'robosportsnetwork', 'type': 'twitch'}]",https://chezychamps.com,,2023
"EagleBank Arena, 4500 Patriot Cir, Fairfax, VA 22030, USA",Fairfax,USA,"{'abbreviation': 'chs', 'display_name': 'FIRST Chesapeake', 'key': '2023chs', 'year': 2023}",[],2023-04-08,chcmp,2,District Championship,chcmp,,ChIJ48CRiF1OtokRq2R_ZwTwqpA,https://maps.google.com/?q=EagleBank+Arena&ftid=0x89b64e5d8891c0e3:0x90aaf004677f64ab,2023chcmp,38.8268504,-77.30967319999999,EagleBank Arena,FIRST Chesapeake District Championship,,10.0,Double Elimination Bracket (8 Alliances),22030,,Chesapeake,2023-04-05,VA,America/New_York,"[{'channel': 'FIRSTChesapeake', 'type': 'twitch'}]",https://www.firstchesapeake.org/,5.0,2023
"1001 Avenida De Las Americas, Houston, TX 77010, USA",Houston,USA,,"['2023arc', '2023cur', '2023dal', '2023gal', '2023hop', '2023joh', '2023mil', '2023new']",2023-04-22,cmptx,4,Championship Finals,cmptx,,ChIJux2LIyW_QIYR2T4aJ0P5MBw,https://maps.google.com/?cid=2031397498758250201,2023cmptx,29.7518374,-95.35830399999999,George R. Brown Convention Center,Einstein Field,,10.0,Double Elimination Bracket (8 Alliances),77010,,Einstein,2023-04-22,TX,America/Chicago,"[{'channel': 'firstinspires', 'type': 'twitch'}]",https://www.firstchampionship.org,,2023
"2FP3+R4X, Jian Chuan Lu, Min Hang Qu, Shang Hai Shi, China, 200241",Shang Hai Shi,China,,[],2023-08-06,cnsh,99,Offseason,,,ChIJA_y0I-SHsjURvct15T5VKk0,https://maps.google.com/?cid=5560350418568334269,2023cnsh,31.037122,121.452869,East China Normal University Minhang Campus （Northwest Gate）,FRC Off-season China,,8.0,Custom,200241,,,2023-08-04,Shang Hai Shi,Asia/Shanghai,"[{'channel': '', 'type': 'iframe'}]",https://wiki.firstrobotics.com.cn/,,2023
"Nagel Art Studios, 2201 E Asbury Ave, Denver, CO 80210, USA",Denver,USA,,[],2023-03-25,code,0,Regional,code,,ChIJNyftAUB-bIcR1eAaresojMg,https://maps.google.com/?q=Nagel+Art+Studios&ftid=0x876c7e4001ed2737:0xc88c28ebad1ae0d5,2023code,39.6811846,-104.9622956,Nagel Art Studios,Colorado Regional,,10.0,Double Elimination Bracket (8 Alliances),80210,,Colorado,2023-03-22,CO,America/Denver,"[{'channel': 'firstinspires1', 'type': 'twitch'}, {'channel': 'firstinspires2', 'type': 'twitch'}]",https://coloradofirst.org,3.0,2023
"3333 Regis Blvd, Denver, CO 80221, USA",Denver,USA,,[],2023-10-15,cokc,99,Offseason,coden,,ChIJn4Xi_4mHa4cRMLmWCFl31Ao,https://maps.google.com/?cid=780379859721828656,2023cokc,39.7896087,-105.0302396,Regis University,KCMT (Kendrick Castillo Memorial Tournament),,10.0,Double Elimination Bracket (8 Alliances),80221,,KCMT (Kendrick Castillo Memorial,2023-10-14,CO,America/Denver,"[{'channel': 'firstinspires1', 'type': 'twitch'}, {'channel': 'firstinspires2', 'type': 'twitch'}, {'channel': 'UCOX40xrRQno_zXF1_iUchfw', 'type': 'youtube'}, {'channel': 'h8KsMA93EBk', 'date': '2023-10-15', 'type': 'youtube'}, {'channel': 'KeTmQXIgFI4', 'date': '2023-10-14', 'type': 'youtube'}, {'channel': 'C_ejjxFPEOo', 'type': 'youtube'}]",https://coloradofirst.org,,2023
"1590 W Fillmore St, Colorado Springs, CO 80904, USA",Colorado Springs,USA,,[],2023-02-25,cops,100,Preseason,,,ChIJeTaKGhBQE4cRhgnYAz-bAhk,https://maps.google.com/?cid=1802173495851354502,2023cops,38.8735993,-104.8578676,Coronado High School,Colorado Pre-Competition Scrimmage,,1.0,Elimination Bracket (16 Alliances),80904,,,2023-02-25,CO,America/Denver,"[{'channel': 'coloradofirst', 'type': 'twitch'}]",https://team2996.com/scrimmage.html,,2023
